latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
41.731,-98.726,302.2,1.6,1.2,2017-06-02,0410,T,47,6.0NRT,289.2,11.6,N
49.6,-98.728,303.6,1.1,1.1,2017-06-02,0410,T,56,6.0NRT,289,7.6,N
19.997,-104.723,306.3,2.2,1.4,2017-06-02,0540,T,67,6.0NRT,292.3,21.1,N
19.997,-104.729,304.8,2.2,1.4,2017-06-02,0540,T,62,6.0NRT,292.4,18.7,N
21.191,-103.939,300.3,2.6,1.5,2017-06-02,0540,T,20,6.0NRT,289.3,16.1,N
21.265,-103.9,303.3,2.6,1.5,2017-06-02,0540,T,53,6.0NRT,288.2,24.1,N
21.263,-103.918,302.3,2.6,1.5,2017-06-02,0540,T,31,6.0NRT,290.7,19.5,N
21.271,-103.904,307.6,2.6,1.5,2017-06-02,0540,T,72,6.0NRT,288.8,34,N
21.31,-104.833,306.1,2.2,1.4,2017-06-02,0540,T,67,6.0NRT,290.6,24.7,N
21.745,-104.261,305.2,2.5,1.5,2017-06-02,0540,T,38,6.0NRT,287.8,24.5,N
21.743,-104.278,307.5,2.5,1.5,2017-06-02,0540,T,66,6.0NRT,289.9,30.5,N
21.766,-104.187,301.1,2.5,1.5,2017-06-02,0540,T,32,6.0NRT,287.6,18.4,N
21.763,-104.215,304.9,2.5,1.5,2017-06-02,0540,T,23,6.0NRT,287.2,24.5,N
21.891,-104.474,300.9,2.4,1.5,2017-06-02,0540,T,26,6.0NRT,290.1,13,N
22.361,-104.3,301.9,2.5,1.5,2017-06-02,0540,T,45,6.0NRT,288.4,21.3,N
22.359,-104.321,303.8,2.5,1.5,2017-06-02,0540,T,57,6.0NRT,288.9,24.6,N
24.227,-106.093,305.8,2,1.4,2017-06-02,0540,T,41,6.0NRT,287.6,19.2,N
24.225,-106.107,312.1,2,1.4,2017-06-02,0540,T,82,6.0NRT,290.8,30.3,N
24.23,-106.099,309.5,2,1.4,2017-06-02,0540,T,78,6.0NRT,288.7,27.1,N
24.229,-106.112,303.5,2,1.4,2017-06-02,0540,T,52,6.0NRT,290.7,15.9,N
24.419,-106.394,301.1,1.9,1.3,2017-06-02,0540,T,36,6.0NRT,291,10.6,N
24.476,-106.2,302,1.9,1.4,2017-06-02,0540,T,46,6.0NRT,286.7,15.3,N
24.974,-106.706,301.2,1.8,1.3,2017-06-02,0540,T,39,6.0NRT,291.1,10.1,N
25.324,-104.857,302.2,2.5,1.5,2017-06-02,0545,T,47,6.0NRT,291,18.3,N
25.317,-104.863,303.3,2.5,1.5,2017-06-02,0545,T,54,6.0NRT,290.7,19.6,N
25.405,-106.758,318.4,1.8,1.3,2017-06-02,0545,T,97,6.0NRT,287.3,41.2,N
25.52,-106.53,302.8,1.9,1.3,2017-06-02,0545,T,42,6.0NRT,290.8,16.3,N
25.812,-107.105,300.1,1.8,1.3,2017-06-02,0545,T,16,6.0NRT,289.6,8.1,N
25.899,-107.022,301.1,1.8,1.3,2017-06-02,0545,T,30,6.0NRT,287,13.7,N
25.898,-107.037,304.4,1.8,1.3,2017-06-02,0545,T,60,6.0NRT,288.5,16.6,N
26.013,-107.668,305.1,1.6,1.2,2017-06-02,0545,T,63,6.0NRT,291.2,12.3,N
26.132,-107.622,308.1,1.6,1.3,2017-06-02,0545,T,73,6.0NRT,294.1,13.8,N
26.13,-107.637,311.5,1.6,1.3,2017-06-02,0545,T,83,6.0NRT,294.9,18.4,N
26.142,-107.629,306.8,1.6,1.3,2017-06-02,0545,T,47,6.0NRT,293.7,11.5,N
26.493,-107.652,303.1,1.6,1.3,2017-06-02,0545,T,53,6.0NRT,288.7,13,N
26.735,-107.934,307.4,1.6,1.2,2017-06-02,0545,T,64,6.0NRT,287.8,16.8,N
27.625,-107.597,301.3,1.7,1.3,2017-06-02,0545,T,39,6.0NRT,284.5,15.8,N
27.861,-108.479,302.6,1.5,1.2,2017-06-02,0545,T,50,6.0NRT,290.1,9.9,N
28.068,-107.827,300.5,1.7,1.3,2017-06-02,0545,T,28,6.0NRT,282.6,14.9,N
29.358,-108.442,307.1,1.6,1.2,2017-06-02,0545,T,70,6.0NRT,288.1,16.7,N
33.417,-110.858,324.8,1.3,1.1,2017-06-02,0545,T,100,6.0NRT,292,33.4,N
33.415,-110.872,319.7,1.3,1.1,2017-06-02,0545,T,99,6.0NRT,291.9,25.7,N
35.429,-111.827,321.3,1.2,1.1,2017-06-02,0545,T,100,6.0NRT,282.6,29.9,N
35.427,-111.841,317.3,1.2,1.1,2017-06-02,0545,T,95,6.0NRT,280.8,25,N
22.293,-78.801,310.5,1.3,1.1,2017-06-02,0645,A,80,6.0NRT,293.5,14,N
22.291,-78.789,305,1.3,1.1,2017-06-02,0645,A,63,6.0NRT,293.2,8.5,N
30.506,-109.613,303.8,4.5,2,2017-06-02,0825,A,57,6.0NRT,282.7,72.5,N
24.224,-106.087,300.3,2.1,1.4,2017-06-02,0825,A,22,6.0NRT,287.8,14.9,N
21.606,-98.62,306.2,1,1,2017-06-02,0825,A,67,6.0NRT,291.3,6.7,N
21.604,-98.61,314.8,1,1,2017-06-02,0825,A,90,6.0NRT,291.3,13.2,N
22.369,-104.309,302.4,1.5,1.2,2017-06-02,0825,A,48,6.0NRT,287,11.3,N
21.913,-103.95,304.7,1.4,1.2,2017-06-02,0825,A,60,6.0NRT,287.1,12.2,N
21.895,-104.472,302,1.5,1.2,2017-06-02,0825,A,26,6.0NRT,289.2,8.1,N
21.893,-104.458,309.4,1.5,1.2,2017-06-02,0825,A,77,6.0NRT,290.2,17,N
21.824,-103.886,300.1,1.4,1.2,2017-06-02,0825,A,14,6.0NRT,285.6,8.1,N
21.822,-103.873,301.2,1.4,1.2,2017-06-02,0825,A,28,6.0NRT,286.4,8.4,N
21.772,-104.205,301.1,1.5,1.2,2017-06-02,0825,A,6,6.0NRT,285.8,9,N
21.76,-104.193,312.5,1.4,1.2,2017-06-02,0825,A,85,6.0NRT,286.9,21.6,N
21.747,-104.265,300.3,1.5,1.2,2017-06-02,0825,A,20,6.0NRT,288.9,8.3,N
21.745,-104.25,313.9,1.5,1.2,2017-06-02,0825,A,88,6.0NRT,288.1,23,N
21.744,-104.236,312.4,1.5,1.2,2017-06-02,0825,A,59,6.0NRT,287.2,20.7,N
21.736,-104.266,317.2,1.5,1.2,2017-06-02,0825,A,95,6.0NRT,289.6,28.1,N
21.734,-104.251,322.5,1.5,1.2,2017-06-02,0825,A,100,6.0NRT,288.6,36.8,N
21.221,-103.382,312.6,1.3,1.1,2017-06-02,0825,A,85,6.0NRT,290.6,16.9,N
21.277,-103.908,303.2,1.4,1.2,2017-06-02,0825,A,34,6.0NRT,289.1,8.8,N
21.303,-104.202,303.5,1.4,1.2,2017-06-02,0825,A,56,6.0NRT,289.1,10.8,N
21.301,-104.191,304.6,1.4,1.2,2017-06-02,0825,A,61,6.0NRT,290.5,11.5,N
21.267,-103.909,306.9,1.4,1.2,2017-06-02,0825,A,60,6.0NRT,289.6,12.6,N
21.309,-104.821,313.7,1.6,1.2,2017-06-02,0825,A,88,6.0NRT,291.1,25.7,N
21.201,-103.941,308.2,1.4,1.2,2017-06-02,0825,A,67,6.0NRT,289.8,14,N
21.192,-103.953,312.4,1.4,1.2,2017-06-02,0825,A,83,6.0NRT,288.3,17.9,N
21.19,-103.94,317.8,1.4,1.2,2017-06-02,0825,A,96,6.0NRT,289.6,25.1,N
21.18,-103.941,300.5,1.4,1.2,2017-06-02,0825,A,11,6.0NRT,288,6.5,N
20.528,-100.922,303.2,1,1,2017-06-02,0825,A,54,6.0NRT,289.3,6.3,N
20.005,-104.719,303.5,1.5,1.2,2017-06-02,0825,A,56,6.0NRT,291.5,10.3,N
19.896,-104.668,306.7,1.5,1.2,2017-06-02,0825,A,69,6.0NRT,292,13.7,N
41.64,-87.121,305,1.9,1.3,2017-06-02,0820,A,62,6.0NRT,286.3,22.9,N
19.346,-155.048,313.3,1.8,1.3,2017-06-02,0900,T,82,6.0NRT,277.4,32.4,N
19.352,-155.057,321,1.8,1.3,2017-06-02,0900,T,100,6.0NRT,277.3,48.5,N
19.375,-155.062,326.3,1.8,1.3,2017-06-02,0900,T,100,6.0NRT,277.6,64.6,N
19.398,-155.275,311.6,1.8,1.3,2017-06-02,0900,T,75,6.0NRT,274.9,30.1,N
19.397,-155.291,306.9,1.7,1.3,2017-06-02,0900,T,50,6.0NRT,274.9,22.3,N
19.41,-155.276,370.1,1.8,1.3,2017-06-02,0900,T,100,6.0NRT,276.9,269.4,N
19.408,-155.293,360.8,1.7,1.3,2017-06-02,0900,T,100,6.0NRT,276.6,204,N
19.406,-155.282,387.1,1.8,1.3,2017-06-02,0900,T,100,6.0NRT,280.9,424.3,N
19.405,-155.299,320.8,1.7,1.3,2017-06-02,0900,T,100,6.0NRT,275,46,N
